RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Chidi Njokuani,Rhys McKee,-130,110,76.9231,110,3/30/2024,"Atlantic City, New Jersey, USA",USA,Red,FALSE,Welterweight,MALE,3,3,0,0,4.8,0.45,0,0,0,0,3,7,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,170,3,0,0,4.09,0.61,0.2,0,0,3,3,11,0,0,0,0,3,0,0,3,Orthodox,190.5,203.2,170,35,28,0,0,-3,-3,0,-4,0,-3,0,-2.54,-5.08,-7,0.71,-0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,800,750,900,1000,120,215
Nate Landwehr,Jamall Emmers,142,-170,142,58.8235,3/30/2024,"Atlantic City, New Jersey, USA",USA,Red,FALSE,Featherweight,MALE,3,0,1,0,5.3,0.48,0.2,1.83,0.4,1,4,16,0,0,0,2,1,0,0,3,Orthodox,177.8,187.96,145,1,0,0,6.25,0.46,1,1,0.41,3,3,16,0,1,0,1,0,2,0,4,Orthodox,175.26,182.88,145,35,34,-1,1,-2,-1,1,0,0,1,-2,2.54,5.08,-1,-0.95,-0.8,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,4:43,283,350,150,1000,900,500,300
Virna Jandiroba,Loopy Godinez,180,-218,180,45.8716,3/30/2024,"Atlantic City, New Jersey, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,4,0,4.16,0.48,1,2.95,0.47,4,3,27,0,0,2,3,0,2,0,7,Orthodox,157.48,154.94,115,0,2,0,2.12,0.38,1.7,2.29,0.34,2,3,20,0,0,0,2,1,2,0,5,Orthodox,160.02,162.56,115,35,30,0,2,2,2,0,7,0,-1,0,-2.54,-7.62,-5,2.04,-0.7,0.66,,10,5,,,5,,,,,,,,,,,,,10,,,,,,,,,,,Red,U-DEC,,3,5:00,900,350,-135,550,1000,2000,700
Julio Arce,Herbert Burns,-340,270,29.4118,270,3/30/2024,"Atlantic City, New Jersey, USA",USA,Red,FALSE,Featherweight,MALE,3,2,0,0,1.86,0.36,1.8,2.94,0.34,3,2,7,0,0,0,0,1,2,0,3,Orthodox,175.26,185.42,145,1,0,0,4.36,0.36,0.3,0.46,0.28,3,4,27,0,0,0,2,3,1,0,6,Southpaw,170.18,177.8,145,34,36,1,0,0,-3,-2,-20,0,-2,1,5.08,7.62,2,-2.5,1.5,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,2:00,420,300,900,400,600,110,1400
Dennis Buzukja,Connor Matthews,-118,-102,84.7458,98.0392,3/30/2024,"Atlantic City, New Jersey, USA",USA,Red,FALSE,Featherweight,MALE,3,0,1,0,5.3,0.44,0.7,2.97,0.53,1,1,6,0,0,0,1,0,0,0,1,Switch,172.72,180.34,145,2,0,0,4.21,0.43,0.2,0.63,0.27,1,3,10,0,0,0,1,0,0,0,1,Switch,175.26,177.8,145,26,31,-2,1,0,0,-2,-4,0,0,0,-2.54,2.54,5,1.09,0.5,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3,0:22,622,200,250,1000,500,350,650
Ibo Aslan,Anton Turkalj,-130,110,76.9231,110,3/30/2024,"Atlantic City, New Jersey, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,3,0,0,2.45,0.42,0,4.98,0.41,1,3,8,0,0,0,1,0,0,0,1,Orthodox,193.04,198.12,205,0,1,0,6.83,0.45,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,205,27,27,3,-1,0,0,3,7,0,-1,0,2.54,2.54,0,-4.38,0,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3,1:32,692,1200,450,1800,300,100,500
Andre Petroski,Jacob Malkoun,,,,,3/30/2024,"Atlantic City, New Jersey, USA",USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,3.86,0.56,0.4,6.62,0.42,2,3,14,0,0,0,3,0,0,0,3,Orthodox,175.26,185.42,185,1,0,0,3,0.5,2,4.07,0.56,5,1,14,0,0,1,1,1,2,0,5,Switch,182.88,185.42,185,32,28,0,0,-3,-2,2,0,0,-1,-2,-7.62,0,-4,0.86,-1.6,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,2,0:39,339,,,,,,
Angel Pacheco,Caolan Loughran,,,,,3/30/2024,"Atlantic City, New Jersey, USA",USA,Blue,FALSE,Bantamweight,MALE,3,1,0,0,5.64,0.43,0,2,0.26,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,1,0,0,9.5,0.39,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,135,32,27,0,0,0,0,0,0,0,0,0,-5.08,-5.08,-5,-3.86,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,
Amanda Ribas,Rose Namajunas,180,-218,180,45.8716,3/23/2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,5,2,0,0,3.7,0.42,0.4,1.55,0.53,3,5,42,7,0,2,2,2,3,0,9,Orthodox,165.1,165.1,125,0,1,0,4.63,0.4,0.7,2.07,0.51,4,3,25,0,0,0,4,1,2,0,7,Orthodox,160.02,167.64,125,30,31,2,-1,-1,2,2,17,7,1,1,5.08,-2.54,1,-0.93,-0.3,-0.52,,,8,8,,7,,,,,,,,,,,,,,,,,,,,,,,8,Red,U-DEC,,5,5:00,1500,450,250,600,1000,1000,140
Karl Williams,Justin Tafa,-205,170,48.7805,170,3/23/2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,3,0,3,0,4.09,0.54,0,0,0,3,3,12,0,0,0,0,4,0,0,4,Southpaw,182.88,187.96,264,0,3,0,2.68,0.48,0.2,4.2,0.48,3,0,9,0,0,0,3,0,0,0,3,Orthodox,190.5,200.66,235,34,30,0,0,0,1,3,3,0,4,0,-7.62,-12.7,-4,1.41,-0.2,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,175,900,700,2200,250,215
Edmen Shahbazyan,AJ Dobson,-192,160,52.0833,160,3/23/2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,0,1,0,4.29,0.46,0.3,1.67,0.75,1,2,10,0,0,0,1,0,1,0,2,Orthodox,185.42,193.04,185,1,0,0,3.77,0.5,0.5,2.01,0.38,5,4,20,0,0,1,0,4,1,0,6,Orthodox,190.5,190.5,185,26,32,-1,1,-4,-4,-2,-10,0,-4,0,-5.08,2.54,6,0.52,-0.2,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:33,273,300,350,800,1100,130,600
Payton Talbott,Cameron Saaiman,-162,136,61.7284,136,3/23/2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,5.32,0.46,0.7,0.91,0.28,4,1,13,0,1,0,0,3,0,0,4,Southpaw,172.72,170.18,135,0,2,0,8.38,0.55,0.5,0,0,2,0,6,0,0,0,1,0,1,0,2,Switch,177.8,177.8,135,25,23,1,-2,2,2,1,7,0,3,-1,-5.08,-7.62,-2,-3.06,0.2,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,0:21,321,165,225,800,1600,350,650
Billy Quarantillo,Youssef Zalal,110,-130,110,76.9231,3/23/2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,3,0,1,2.87,0.49,1.4,2.33,0.34,3,3,21,0,0,0,3,0,0,0,3,Switch,177.8,182.88,145,0,1,0,7.36,0.56,1.1,1.24,0.23,4,3,26,0,0,0,2,4,1,0,7,Orthodox,177.8,177.8,145,35,27,3,-1,-1,-4,0,-5,0,-4,-1,0,5.08,-8,-4.49,0.3,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,1:50,410,,165,,1200,,450
Fernando Padilla,Luis Pajuelo,-180,150,55.5556,150,3/23/2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,1,0,6.03,0.57,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,177.8,175.26,145,1,0,0,6.48,0.42,0.8,0,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,185.42,193.04,145,27,29,-1,1,0,0,-1,-3,0,0,0,-7.62,-17.78,2,-0.45,-0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,1,2:45,165,250,400,550,1400,225,350
Kurt Holobaugh,Trey Ogden,105,-125,105,80,3/23/2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,3.07,0.48,0.8,2.04,0.3,1,2,12,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,155,0,1,0,4.63,0.45,0.8,0.76,0.33,1,5,16,0,0,0,0,0,1,0,1,Orthodox,180.34,177.8,155,37,34,1,-1,0,0,-3,-4,0,0,-1,0,5.08,-3,-1.56,0,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,450,130,450,450,450,1200
Ricardo Ramos,Julian Erosa,-175,145,57.1429,145,3/23/2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,2,0,0,6.18,0.48,0.8,1.69,0.48,3,7,30,0,0,2,1,2,2,0,7,Southpaw,185.42,187.96,145,1,0,0,3.03,0.36,0.8,2.77,0.61,3,4,23,0,0,1,3,2,1,0,7,Orthodox,175.26,182.88,145,28,34,1,0,0,0,3,7,0,0,1,10.16,5.08,6,3.15,0,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,2:15,135,350,550,350,550,215,500
Miles Johns,Cody Gibson,-142,120,70.4225,120,3/23/2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,3,0,0,3.96,0.44,0.4,1.61,0.3,1,4,12,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,135,0,1,0,3.28,0.47,0,1.02,0.2,2,2,23,0,0,1,2,2,0,0,5,Orthodox,170.18,167.64,135,29,36,3,-1,-1,-4,2,-11,0,-1,0,7.62,12.7,7,0.68,0.4,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,180,250,1400,1000,300,550
Jarno Errens,Steven Nguyen,136,-162,136,61.7284,3/23/2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,2,0,7.15,0.4,0,0.28,1,2,1,8,0,0,0,1,1,0,0,2,Switch,180.34,185.42,145,2,0,0,3.29,0.44,0.3,0,0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,145,29,30,-2,2,2,2,-1,2,0,1,0,0,0,1,3.86,-0.3,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,350,150,800,700,500,350
Igor Severino,Andre Lima,,,,,3/23/2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Flyweight,MALE,3,0,1,0,3.75,0.56,0.8,0.79,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,125,0,1,0,7.17,0.52,0,9.69,0.71,1,0,2,0,0,0,0,1,0,0,1,Orthodox,170.18,175.26,125,20,25,0,0,0,0,0,1,0,-1,0,0,-5.08,5,-3.42,0.8,-8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,DQ,,2,2:52,472,,,,,,
Mohammed Usman,Mick Parkin,,,,,3/23/2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Heavyweight,MALE,3,0,3,0,4.91,0.52,0.3,1.49,0.41,3,0,7,0,0,0,2,0,1,0,3,Orthodox,193.04,200.66,265,0,3,0,3.41,0.36,0,0.69,0.17,3,0,8,0,0,0,2,1,0,0,3,Orthodox,187.96,200.66,239,34,28,0,0,0,0,0,-1,0,-1,1,5.08,0,-6,1.5,0.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,
Tai Tuivasa,Marcin Tybura,-118,-102,84.7458,98.0392,3/16/2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Heavyweight,MALE,5,1,0,0,3.57,0.48,0.1,1.42,0.33,5,7,47,0,1,0,6,4,0,0,11,Orthodox,190.5,198.12,249,3,0,0,3.77,0.46,0,0,0,5,6,25,0,0,0,1,7,0,0,8,Southpaw,187.96,190.5,264,31,38,-2,0,0,3,1,22,0,-3,0,2.54,7.62,7,-0.2,0.1,1.42,,10,9,,,,,9,,,,,,,,,,,,,10,,,,,,,,,Red,SUB,Rear Naked Choke,1,4:08,248,1600,700,2000,450,110,225
Ovince Saint Preux,Kennedy Nzechukwu,455,-625,455,16,3/16/2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,5.13,0.45,0.2,0.6,0.45,3,4,27,0,0,1,1,5,1,0,8,Southpaw,195.58,210.82,205,1,0,0,3.03,0.47,0.5,1.1,0.36,5,13,75,1,1,1,4,9,5,0,20,Southpaw,190.5,203.2,205,40,31,0,0,-2,-12,-9,-48,-1,-4,-4,5.08,7.62,-9,2.1,-0.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,1400,500,1400,550,1200,-225
Christian Rodriguez,Isaac Dulgarian,170,-205,170,48.7805,3/16/2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,1,0,2.88,0.58,1.5,6.06,0.47,1,0,1,0,0,0,0,1,0,0,1,Orthodox,170.18,180.34,145,0,3,0,3.65,0.47,1.1,1.07,0.54,3,1,13,0,0,0,3,0,1,0,4,Orthodox,170.18,180.34,145,26,27,0,-2,-2,-3,-1,-12,0,1,-1,0,0,1,-0.77,0.4,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,225,,350,,275
Pannie Kianzad,Macy Chiasson,,,,,3/16/2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,1,0,0,3.77,0.46,0.4,2.37,0.38,3,3,22,1,0,1,2,2,1,0,6,Orthodox,180.34,182.88,135,1,0,0,4.88,0.49,0.1,0.41,0.33,4,4,26,1,0,0,5,0,0,0,5,Orthodox,170.18,167.64,135,32,32,0,0,-1,1,-1,-4,0,2,1,10.16,15.24,0,-1.11,0.3,1.96,,10,6,,,,6,,,,,,,,,,,,,10,,,,,,,,,,Red,SUB,Rear Naked Choke,1,3:54,234,,,,,,
Gerald Meerschaert,Bryan Barberena,,,,,3/16/2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,3,0,0,5.35,0.48,0.3,0.13,0.22,3,9,45,0,0,1,3,4,1,0,9,Southpaw,182.88,182.88,185,2,0,0,3.13,0.45,1.6,2.14,0.36,3,9,39,0,0,0,0,1,9,0,10,Southpaw,185.42,195.58,185,36,34,1,0,0,-1,0,6,0,3,-8,-2.54,-12.7,-2,2.22,-1.3,-2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,4:23,563,,,,,,
Natan Levy,Mike Davis,,,,,3/16/2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,0,3,0,5.35,0.52,0.4,2.77,0.53,3,2,14,0,0,0,2,1,0,0,3,Orthodox,182.88,182.88,155,0,2,0,3.7,0.52,0.5,5.03,0.58,2,1,12,0,0,0,2,0,1,0,3,Southpaw,175.26,180.34,155,32,31,0,1,1,0,1,2,0,1,-1,7.62,2.54,-1,1.65,-0.1,-2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,2,1:43,403,,,,,,
Josiane Nunes,Chelsea Chandler,,,,,3/16/2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,1,0,0,3.53,0.45,0,0.91,0.6,1,1,4,0,0,0,0,1,0,0,1,Southpaw,172.72,172.72,135,0,3,0,5.41,0.42,0,0,0,3,0,7,0,0,0,2,1,0,0,3,Southpaw,157.48,170.18,135,30,33,1,-3,-2,-2,1,-3,0,0,0,15.24,2.54,3,-1.88,0,0.91,,14,13,,,,13,,,,,,,,,,,,,14,,,,,,,,,,Red,U-DEC,,3,5:00,900,,,,,,
Jafel Filho,Ode Osbourne,,,,,3/16/2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Flyweight,MALE,3,1,0,0,3.46,0.38,0.2,1.27,0.27,2,4,14,0,0,1,1,2,1,0,5,Southpaw,170.18,185.42,125,0,1,0,2.36,0.41,2.6,1.77,0.33,1,1,7,0,0,0,0,1,1,0,2,Orthodox,170.18,172.72,125,30,32,1,-1,1,3,3,7,0,1,0,0,12.7,2,1.1,-2.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,4:27,267,,,,,,
Josh Culibao,Danny Silva,,,,,3/16/2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,0,1,0,8.3,0.58,0.5,3,0.5,1,0,3,0,0,0,1,0,0,0,1,Switch,180.34,177.8,145,1,0,1,3.41,0.44,0.3,0,0,3,2,16,0,0,1,1,0,1,0,3,Orthodox,177.8,185.42,145,29,27,-1,1,-2,-2,-2,-13,0,0,-1,2.54,-7.62,-2,4.89,0.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,
Jaqueline Amorim,Cory McKenna,,,,,3/16/2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,2,0,3,0.4,0.4,2.22,0.58,2,1,14,0,0,0,3,0,1,0,4,Orthodox,160.02,147.32,115,0,1,0,3.33,0.52,5.4,1.48,0.23,1,1,6,0,0,0,0,1,0,0,1,Orthodox,160.02,172.72,115,28,24,0,1,1,3,0,8,0,-1,1,0,-25.4,-4,-0.33,-5,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,1:38,98,,,,,,
Thiago Moises,Mitch Ramirez,,,,,3/16/2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,1,0,0,2.37,0.42,0,0.91,1,0,1,2,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,155,1,0,0,2.39,0.4,1.3,1.47,0.35,3,5,28,0,0,0,3,1,3,0,7,Orthodox,175.26,177.8,155,28,31,0,0,-3,-7,-4,-26,0,-1,-3,5.08,2.54,3,-0.02,-1.3,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,3,0:15,615,,,,,,
Charalampos Grigoriou,Chad Anheliger,,,,,3/16/2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,3,2,0,0,3.6,0.45,0.6,0.82,0.3,2,2,12,0,0,1,0,1,0,0,2,Orthodox,167.64,162.56,135,0,1,0,2.62,0.48,0,2.62,0.8,1,0,1,0,0,0,0,1,0,0,1,Orthodox,170.18,170.18,135,31,37,2,-1,1,1,2,11,0,0,0,-2.54,-7.62,6,0.98,0.6,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,
Sean O'Malley,Marlon Vera,-290,235,34.4828,235,3/9/2024,"Miami, Florida, USA",USA,Red,TRUE,Bantamweight,MALE,5,0,1,0,4.27,0.49,0.8,0.51,0.39,5,7,61,0,0,0,4,7,4,0,15,Switch,172.72,177.8,135,0,5,0,7.63,0.61,0.3,0.35,0.42,5,1,24,1,0,1,2,7,0,0,10,Switch,180.34,182.88,135,29,31,0,-4,0,5,6,37,-1,0,4,-7.62,-5.08,2,-3.36,0.5,0.16,,5,0,,,,,,,,,,,0,,8,,,,,,,,,,,5,,,Red,U-DEC,,5,5:00,1500,,600,,1400,,450
Dustin Poirier,Benoit Saint Denis,180,-218,180,45.8716,3/9/2024,"Miami, Florida, USA",USA,Red,FALSE,Lightweight,MALE,3,0,5,0,5.7,0.54,1.5,4.76,0.37,5,1,11,0,0,0,0,3,2,0,5,Southpaw,180.34,185.42,155,1,0,0,5.3,0.5,1.3,1.24,0.36,5,8,73,4,1,0,6,11,4,0,22,Southpaw,175.26,182.88,155,35,28,-1,5,0,-17,-7,-62,-4,-8,-2,5.08,2.54,-7,0.4,0.2,3.52,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2,2:32,452,700,650,1100,140,350,300
Kevin Holland,Michael Page,-142,120,70.4225,120,3/9/2024,"Miami, Florida, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,2.38,0.65,0,0.44,0.25,0,0,0,0,0,0,0,0,0,0,0,Switch,190.5,200.66,170,1,0,0,4.25,0.49,0.6,0.84,0.38,5,7,53,0,0,2,2,5,4,0,13,Orthodox,190.5,205.74,185,31,36,-1,0,-5,-13,-7,-53,0,-5,-4,0,-5.08,5,-1.87,-0.6,-0.4,,,13,,,,,,,,13,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,200,225,550,2500,450,450
Gilbert Burns,Jack Della Maddalena,142,-170,142,58.8235,3/9/2024,"Miami, Florida, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,7,0,6.74,0.53,0.2,0.21,0.16,7,0,13,0,0,2,1,3,1,0,7,Switch,180.34,185.42,170,1,0,0,3.29,0.48,0.5,2.24,0.38,6,6,54,1,0,0,7,3,5,0,15,Orthodox,177.8,180.34,170,37,27,-1,7,1,-8,-6,-41,-1,0,-4,2.54,5.08,-10,3.45,-0.3,-2.03,,11,4,,,,,,,,4,,,,,,,,,,,,,11,,,,,,Red,KO/TKO,Elbows,3,3:43,823,450,350,330,2000,900,140
Petr Yan,Song Yadong,-155,130,64.5161,130,3/9/2024,"Miami, Florida, USA",USA,Red,FALSE,Bantamweight,MALE,3,0,2,1,4.49,0.43,0.2,0.66,0.4,4,2,36,0,0,1,3,5,1,0,10,Orthodox,172.72,170.18,135,3,0,0,5.14,0.53,0.1,1.73,0.51,7,4,42,4,0,0,4,4,0,0,8,Switch,170.18,170.18,135,31,26,-3,2,-3,2,-2,-6,-4,1,1,2.54,0,-5,-0.65,0.1,-1.07,,7,4,,,,,,,,,,,4,,,,,,,,,,,,,7,,,Red,U-DEC,,3,5:00,900,130,,2000,,500,
Curtis Blaydes,Jailton Almeida,114,-135,114,74.0741,3/9/2024,"Miami, Florida, USA",USA,Red,FALSE,Heavyweight,MALE,3,0,7,0,2.46,0.64,2.6,6.85,0.59,7,0,13,0,0,0,1,2,4,0,7,Orthodox,190.5,200.66,205,1,0,0,3.54,0.5,0,5.69,0.53,5,4,39,1,0,0,5,7,0,0,12,Orthodox,193.04,203.2,265,33,32,-1,7,2,-5,-4,-26,-1,-5,4,-2.54,-2.54,-1,-1.08,2.6,1.16,,7,5,,,,,5,,,,,,,,,,,,,7,,,,,,,,,Red,KO/TKO,Punches,2,0:36,336,350,450,2000,275,225,400
Katlyn Cerminara,Maycee Barber,154,-185,154,54.0541,3/9/2024,"Miami, Florida, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,3,0,5,0,4.7,0.53,0.1,1.44,0.43,5,2,28,0,0,2,2,5,0,0,9,Switch,165.1,165.1,125,1,0,0,4.58,0.34,0.3,0.31,0.15,4,5,46,1,0,2,9,0,0,0,11,Orthodox,175.26,172.72,125,35,25,-1,5,1,-2,-3,-18,-1,5,0,-10.16,-7.62,-10,0.12,-0.2,1.13,,6,4,4,,,,,,,,,,,,,6,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,215,100,1600,1400,1200,400
Mateusz Gamrot,Rafael Dos Anjos,-485,370,20.6186,370,3/9/2024,"Miami, Florida, USA",USA,Red,FALSE,Lightweight,MALE,3,1,0,0,3.48,0.47,0.6,1.95,0.35,5,13,108,4,0,1,11,4,5,0,21,Southpaw,172.72,177.8,170,0,2,0,3.23,0.5,0.1,5.25,0.35,4,2,21,0,0,1,1,3,1,0,6,Southpaw,177.8,177.8,155,33,39,1,-2,1,15,11,87,4,1,4,-5.08,0,6,0.25,0.5,-3.3,,11,6,,,,,,,,,6,,,,,,,,,,,,,11,,,,,Red,U-DEC,,3,5:00,900,-175,500,900,1600,350,2000
Pedro Munhoz,Kyler Phillips,195,-238,195,42.0168,3/9/2024,"Miami, Florida, USA",USA,Blue,FALSE,Bantamweight,MALE,3,0,2,0,5.72,0.45,0.5,2.41,0.46,4,1,18,0,0,0,3,2,1,0,6,Orthodox,172.72,182.88,135,1,0,0,5.32,0.43,0.5,0.51,0.18,4,8,48,0,0,0,4,3,3,0,10,Orthodox,167.64,165.1,135,37,28,-1,2,0,-4,-7,-30,0,-1,-2,5.08,17.78,-9,0.4,0,1.9,,,13,,,,,,,,,,,13,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,300,-120,1200,1100,1100,500
